编号	大洲	战役	行省	城镇	开局派系	首府	世界X	世界Y	六边形X	六边形Y	区域KEY	行省KEY	派系KEY	英文名	分组KEY	大洲来源
532	震旦	超凡帝国	山脉尽头	荒芜山脊	阿瓦格		798.97	563.11	1196	730	wh3_main_combi_region_desolation_ridge	wh3_main_combi_province_mountains_end	wh3_dlc27_nor_avags	Desolation Ridge	cai_region_hint_area_cathay	官方
533	震旦	超凡帝国	山脉尽头	黑暗塔楼	多尔甘	是	849.74	559.25	1272	725	wh3_main_combi_region_dark_tower	wh3_main_combi_province_mountains_end	wh3_dlc27_nor_sayl	Dark Tower	cai_region_hint_area_cathay	官方
534	震旦	超凡帝国	岩天矮丘	千眼要塞	卡扎格		776.92	543.44	1163	704	wh3_main_combi_region_fortress_of_eyes	wh3_main_combi_province_stonesky_foothills	wh3_main_chs_khazag	Fortress of Eyes	cai_region_hint_area_cathay	官方
535	震旦	超凡帝国	岩天矮丘	沃拉里	扎尔战团	是	742.19	552.69	1111	716	wh3_main_combi_region_the_volary	wh3_main_combi_province_stonesky_foothills	wh3_dlc23_chd_zhatan	The Volary	cai_region_hint_area_cathay	官方
536	震旦	超凡帝国	岩镔原	兵马俑墓园	南阳叛王		801.64	486.74	1200	631	wh3_main_combi_region_terracotta_graveyard	wh3_main_combi_province_lands_of_stone_and_steel	wh3_main_cth_rebel_lords_of_nan_yang	Terracotta Graveyard	cai_region_hint_area_cathay	官方
537	震旦	超凡帝国	岩镔原	蕹昌	南阳叛王		782.94	469.77	1172	609	wh3_main_combi_region_weng_chang	wh3_main_combi_province_lands_of_stone_and_steel	wh3_main_cth_rebel_lords_of_nan_yang	Weng Chang	cai_region_hint_area_cathay	官方
538	震旦	超凡帝国	岩镔原	魄魅	南阳叛王	是	820.34	500.62	1228	649	wh3_main_combi_region_po_mei	wh3_main_combi_province_lands_of_stone_and_steel	wh3_main_cth_rebel_lords_of_nan_yang	Po Mei	cai_region_hint_area_cathay	官方
539	震旦	超凡帝国	巨蛇河口	代城	妖龙族裔		915.87	294.28	1371	381	wh3_main_combi_region_dai_cheng	wh3_main_combi_province_serpent_estuary	wh3_dlc21_nor_wyrmkins	Dai Cheng	cai_region_hint_area_cathay	官方
540	震旦	超凡帝国	巨蛇河口	阿什昂之塔	妖龙族裔	是	888.48	282.32	1330	366	wh3_main_combi_region_tower_of_ashung	wh3_main_combi_province_serpent_estuary	wh3_dlc21_nor_wyrmkins	Tower of Ashung	cai_region_hint_area_cathay	官方
541	震旦	超凡帝国	次元石沙漠	上阳	缙绅逆臣	是	752.87	427.73	1127	554	wh3_main_combi_region_shang_yang	wh3_main_combi_province_warpstone_desert	wh3_main_cth_dissenter_lords_of_jinshen	Shang-Yang	cai_region_hint_area_cathay	官方
542	震旦	超凡帝国	次元石沙漠	丹鼎师祭坛	缙绅逆臣		750.87	462.06	1124	599	wh3_main_combi_region_shrine_of_the_alchemist	wh3_main_combi_province_warpstone_desert	wh3_main_cth_dissenter_lords_of_jinshen	Shrine of the Alchemist	cai_region_hint_area_cathay	官方
543	震旦	超凡帝国	次元石沙漠	泰梓	缙绅逆臣		784.94	427.73	1175	554	wh3_main_combi_region_tai_tzu	wh3_main_combi_province_warpstone_desert	wh3_main_cth_dissenter_lords_of_jinshen	Tai Tzu	cai_region_hint_area_cathay	官方
544	震旦	超凡帝国	玉江三角洲	北齐	死旗舰队		905.85	427.34	1356	554	wh3_main_combi_region_beichai	wh3_main_combi_province_jade_river_delta	wh3_dlc21_cst_dead_flag_fleet	Beichai	cai_region_hint_area_cathay	官方
545	震旦	超凡帝国	玉江三角洲	千迈	死旗舰队		877.13	402.27	1313	521	wh3_main_combi_region_chimai	wh3_main_combi_province_jade_river_delta	wh3_dlc21_cst_dead_flag_fleet	Chimai	cai_region_hint_area_cathay	官方
546	震旦	超凡帝国	玉江三角洲	抚州	死旗舰队	是	904.52	388.77	1354	504	wh3_main_combi_region_fu_chow	wh3_main_combi_province_jade_river_delta	wh3_dlc21_cst_dead_flag_fleet	Fu-Chow	cai_region_hint_area_cathay	官方
547	震旦	超凡帝国	申原	志珠	死旗舰队		882.47	450.87	1321	584	wh3_main_combi_region_zhizhu	wh3_main_combi_province_plains_of_xen	wh3_dlc21_cst_dead_flag_fleet	Zhi-Zhu	cai_region_hint_area_cathay	官方
548	震旦	超凡帝国	申原	海祺	神佑恶党	是	903.18	479.80	1352	622	wh3_main_combi_region_haichai	wh3_main_combi_province_plains_of_xen	wh2_dlc11_def_the_blessed_dread	Haichai	cai_region_hint_area_cathay	官方
549	震旦	超凡帝国	皓月林	昆兰	点心	是	835.71	453.18	1251	587	wh3_main_combi_region_kunlan	wh3_main_combi_province_forests_of_the_moon	wh3_main_grn_dimned_sun	Kunlan	cai_region_hint_area_cathay	官方
550	震旦	超凡帝国	皓月林	星坡	艾辛氏族		801.64	440.46	1200	571	wh3_main_combi_region_xing_po	wh3_main_combi_province_forests_of_the_moon	wh2_main_skv_clan_eshin	Xing Po	cai_region_hint_area_cathay	官方
551	震旦	超凡帝国	皓月林	玉风山	点心		857.75	430.43	1284	558	wh3_main_combi_region_jade_wind_mountain	wh3_main_combi_province_forests_of_the_moon	wh3_main_grn_dimned_sun	Jade Wind Mountain	cai_region_hint_area_cathay	官方
552	震旦	超凡帝国	皓月林	皓月庄	点心		835.71	425.42	1251	551	wh3_main_combi_region_village_of_the_moon	wh3_main_combi_province_forests_of_the_moon	wh3_main_grn_dimned_sun	Village of the Moon	cai_region_hint_area_cathay	官方
553	震旦	超凡帝国	硝硫路	南皋	卫北列省	是	760.22	506.02	1138	656	wh3_main_combi_region_nan_gau	wh3_main_combi_province_gunpowder_road	wh3_main_cth_the_northern_provinces	Nan-Gau	cai_region_hint_area_cathay	官方
554	震旦	超凡帝国	硝硫路	南离	南阳叛王		763.56	483.27	1143	626	wh3_main_combi_region_nan_li	wh3_main_combi_province_gunpowder_road	wh3_main_cth_rebel_lords_of_nan_yang	Nan-Li	cai_region_hint_area_cathay	官方
555	震旦	超凡帝国	红土荒原	赤垒	帝国戍卫	是	879.80	511.81	1317	663	wh3_main_combi_region_red_fortress	wh3_main_combi_province_the_red_wastes	wh3_main_cth_imperial_wardens	Red Fortress	cai_region_hint_area_cathay	官方
556	震旦	超凡帝国	红土荒原	骸骨铸坊	尤萨克		865.10	538.04	1295	697	wh3_main_combi_region_foundry_of_bones	wh3_main_combi_province_the_red_wastes	wh3_dlc20_nor_yusak	Foundry of Bones	cai_region_hint_area_cathay	官方
557	震旦	超凡帝国	缙绅荒原	新武	克里泽氏族		750.20	405.36	1123	525	wh3_main_combi_region_xen_wu	wh3_main_combi_province_wastelands_of_jinshen	wh3_main_skv_clan_krizzor	Xen Wu	cai_region_hint_area_cathay	官方
558	震旦	超凡帝国	缙绅荒原	瀚宇港	缙绅逆臣	是	752.87	381.45	1127	494	wh3_main_combi_region_hanyu_port	wh3_main_combi_province_wastelands_of_jinshen	wh3_main_cth_dissenter_lords_of_jinshen	Hanyu Port	cai_region_hint_area_cathay	官方
559	震旦	超凡帝国	缙绅荒原	羌	卫西列省		742.85	361.01	1112	468	wh3_main_combi_region_qiang	wh3_main_combi_province_wastelands_of_jinshen	wh3_main_cth_the_western_provinces	Qiang	cai_region_hint_area_cathay	官方
560	震旦	超凡帝国	长垣东段	鳌门关	帝国戍卫	是	832.37	512.97	1246	665	wh3_main_combi_region_turtle_gate	wh3_main_combi_province_eastern_great_bastion	wh3_main_cth_imperial_wardens	Turtle Gate	cai_region_hint_area_cathay	官方
561	震旦	超凡帝国	长垣中段	龙门关	帝国戍卫	是	807.65	514.12	1209	666	wh3_main_combi_region_dragon_gate	wh3_main_combi_province_central_great_bastion	wh3_main_cth_imperial_wardens	Dragon Gate	cai_region_hint_area_cathay	官方
562	震旦	超凡帝国	长垣西段	蝰门关	帝国戍卫	是	784.94	513.35	1175	665	wh3_main_combi_region_snake_gate	wh3_main_combi_province_western_great_bastion	wh3_main_cth_imperial_wardens	Snake Gate	cai_region_hint_area_cathay	官方
563	震旦	超凡帝国	震旦腹地	南驿	簇眼部落		855.08	253.01	1280	328	wh3_main_combi_region_southern_outpost	wh3_main_combi_province_cathayan_hinterlands	wh3_dlc26_grn_cluster_eye_tribe	Southern Outpost	cai_region_hint_area_cathay	官方
564	震旦	超凡帝国	震旦腹地	山区隘口	簇眼部落		883.14	258.41	1322	335	wh3_main_combi_region_mountain_pass	wh3_main_combi_province_cathayan_hinterlands	wh3_dlc26_grn_cluster_eye_tribe	Mountain Pass	cai_region_hint_area_cathay	官方
565	震旦	超凡帝国	震旦腹地	库里什之门	簇眼部落	是	839.72	269.60	1257	349	wh3_main_combi_region_gateway_to_khuresh	wh3_main_combi_province_cathayan_hinterlands	wh3_dlc26_grn_cluster_eye_tribe	Gateway to Khuresh	cai_region_hint_area_cathay	官方
566	震旦	超凡帝国	震旦腹地	隐秘望	折磨者		917.21	251.08	1373	325	wh3_main_combi_region_hidden_landing	wh3_main_combi_province_cathayan_hinterlands	wh3_dlc27_sla_the_tormentors	Hidden Landing	cai_region_hint_area_cathay	官方
567	震旦	超凡帝国	黎山	世武	东河诸侯	是	911.87	322.05	1365	417	wh3_main_combi_region_shi_wu	wh3_main_combi_province_mount_li	wh3_main_cth_eastern_river_lords	Shi-Wu	cai_region_hint_area_cathay	官方
568	震旦	超凡帝国	黎山	丽珠	东河诸侯		913.20	362.93	1367	470	wh3_main_combi_region_li_zhu	wh3_main_combi_province_mount_li	wh3_main_cth_eastern_river_lords	Li Zhu	cai_region_hint_area_cathay	官方
569	震旦	超凡帝国	黎山	黎寺	东河诸侯		894.50	346.73	1339	449	wh3_main_combi_region_li_temple	wh3_main_combi_province_mount_li	wh3_main_cth_eastern_river_lords	Li Temple	cai_region_hint_area_cathay	官方
1	帝国（旧世界）	混沌魔域	中部山脉	黄铜要塞		是	169.68	70.97	254	92	wh3_main_chaos_region_brass_keep	wh3_dlc20_chaos_province_middle_mountains		Brass Keep	cai_chaos_region_hint_area_empire	官方
2	帝国（旧世界）	混沌魔域	北方荒原	慰藉要塞	玛丽恩堡		61.46	148.10	92	192	wh3_dlc20_chaos_region_fort_sollace	wh3_dlc20_chaos_province_northern_wasteland	wh_main_emp_marienburg	Fort Solace	cai_chaos_region_hint_area_empire	官方
3	帝国（旧世界）	混沌魔域	北方荒原	破坏者据点	黑暗深渊部落		57.45	189.76	86	246	wh3_dlc20_chaos_region_wreckers_point	wh3_dlc20_chaos_province_northern_wasteland	wh_dlc03_grn_black_pit	Wrecker's Point	cai_chaos_region_hint_area_empire	官方
4	帝国（旧世界）	混沌魔域	北方荒原	黑暗深渊	黑暗深渊部落	是	87.51	140.77	131	182	wh3_dlc20_chaos_region_black_pit	wh3_dlc20_chaos_province_northern_wasteland	wh_dlc03_grn_black_pit	The Black Pit	cai_chaos_region_hint_area_empire	官方
5	帝国（旧世界）	混沌魔域	北部灰色山脉	德拉克费尔斯城堡			31.40	58.24	47	75	wh3_main_chaos_region_castle_drachenfels	wh3_main_chaos_province_northern_grey_mountains		Castle Drachenfels	cai_chaos_region_hint_area_empire	官方
6	帝国（旧世界）	混沌魔域	北部灰色山脉	顽石堡	恶疾氏族	是	21.38	76.37	32	99	wh3_main_chaos_region_grim_duraz	wh3_main_chaos_province_northern_grey_mountains	wh3_main_skv_clan_morbidus	Grim Duraz	cai_chaos_region_hint_area_empire	官方
7	帝国（旧世界）	混沌魔域	北部灰色山脉	黑石塔	卡拉克·微风堡		45.43	37.80	68	49	wh3_main_chaos_region_blackstone_tower	wh3_main_chaos_province_northern_grey_mountains	wh_main_dwf_karak_ziflin	Blackstone Tower	cai_chaos_region_hint_area_empire	官方
8	帝国（旧世界）	混沌魔域	南部灰色山脉	卡拉克·微风堡	卡拉克·微风堡	是	64.80	23.53	97	30	wh3_main_chaos_region_karak_ziflin	wh3_main_chaos_province_southern_grey_mountains	wh_main_dwf_karak_ziflin	Karak Ziflin	cai_chaos_region_hint_area_empire	官方
9	帝国（旧世界）	混沌魔域	南部灰色山脉	卡拉克·无畏堡	卡拉克·微风堡		83.50	15.81	125	20	wh3_main_chaos_region_karak_azgaraz	wh3_main_chaos_province_southern_grey_mountains	wh_main_dwf_karak_ziflin	Karak Azgaraz	cai_chaos_region_hint_area_empire	官方
10	帝国（旧世界）	混沌魔域	南部灰色山脉	脆骨村	大胃信徒		102.88	17.74	154	23	wh3_main_chaos_region_gristle_valley	wh3_main_chaos_province_southern_grey_mountains	wh3_main_ogr_disciples_of_the_maw	Gristle Valley	cai_chaos_region_hint_area_empire	官方
11	帝国（旧世界）	混沌魔域	哥隆尼边地	唐克雷德城堡	哥隆尼边地	是	32.73	156.20	49	202	wh3_dlc20_chaos_region_tancred_castle	wh3_dlc20_chaos_province_marches_of_couronne	wh3_dlc20_brt_march_of_couronne	Tancred Castle	cai_chaos_region_hint_area_empire	官方
12	帝国（旧世界）	混沌魔域	哥隆尼边地	尚蒂永	哥隆尼边地		22.71	195.93	34	254	wh3_dlc20_chaos_region_chantillon	wh3_dlc20_chaos_province_marches_of_couronne	wh3_dlc20_brt_march_of_couronne	Chantillon	cai_chaos_region_hint_area_empire	官方
13	帝国（旧世界）	混沌魔域	哥隆尼边地	金特矿山	碎颅者		11.36	131.52	17	170	wh3_dlc20_chaos_region_grung_zint	wh3_dlc20_chaos_province_marches_of_couronne	wh_main_grn_skullsmasherz	Grung Zint	cai_chaos_region_hint_area_empire	官方
14	帝国（旧世界）	混沌魔域	塔拉贝克领	塔拉贝海姆	飨宴	是	217.78	36.25	326	47	wh3_main_chaos_region_talabheim	wh3_main_chaos_province_talabecland	wh3_main_ogr_feastmaster	Talabheim	cai_chaos_region_hint_area_empire	官方
15	帝国（旧世界）	混沌魔域	塔拉贝克领	屈塞尔	瓦尔登霍夫		245.83	50.14	368	65	wh3_main_chaos_region_kusel	wh3_main_chaos_province_talabecland	wh_main_vmp_waldenhof	Küsel	cai_chaos_region_hint_area_empire	官方
16	帝国（旧世界）	混沌魔域	奥斯特领	乌尔岑	奥斯特领		250.51	75.98	375	98	wh3_main_chaos_region_wurzen	wh3_main_chaos_province_ostland	wh_main_emp_ostland	Wurzen	cai_chaos_region_hint_area_empire	官方
17	帝国（旧世界）	混沌魔域	奥斯特领	博森菲尔斯	奥斯特领		213.77	93.34	320	121	wh3_main_chaos_region_bohsenfels	wh3_main_chaos_province_ostland	wh_main_emp_ostland	Bohsenfels	cai_chaos_region_hint_area_empire	官方
18	帝国（旧世界）	混沌魔域	奥斯特领	沃尔芬堡	奥斯特领	是	209.09	72.12	313	93	wh3_main_chaos_region_wolfenburg	wh3_main_chaos_province_ostland	wh_main_emp_ostland	Wolfenburg	cai_chaos_region_hint_area_empire	官方
19	帝国（旧世界）	混沌魔域	奥斯特马克	奥斯特瓦尔德	奥斯特马克		333.34	67.49	499	87	wh3_main_chaos_region_osterwald	wh3_main_chaos_province_ostermark	wh_main_emp_ostermark	Osterwald	cai_chaos_region_hint_area_empire	官方
20	帝国（旧世界）	混沌魔域	奥斯特马克	弗滕霍夫	奥斯特马克		313.30	77.52	469	100	wh3_main_chaos_region_fortenhof	wh3_main_chaos_province_ostermark	wh_main_emp_ostermark	Fortenhof	cai_chaos_region_hint_area_empire	官方
21	帝国（旧世界）	混沌魔域	奥斯特马克	贝克港	奥斯特马克	是	270.55	60.55	405	78	wh3_main_chaos_region_bechafen	wh3_main_chaos_province_ostermark	wh_main_emp_ostermark	Bechafen	cai_chaos_region_hint_area_empire	官方
22	帝国（旧世界）	混沌魔域	奥比恩	新地领	诺德领		26.72	229.10	40	297	wh3_dlc20_chaos_region_neuland	wh3_dlc20_chaos_province_albion	wh_main_emp_nordland	Neuland	cai_chaos_region_hint_area_empire	官方
23	帝国（旧世界）	混沌魔域	奥比恩	罗斯特林克森地域	瓦纳海姆林		22.71	266.89	34	346	wh3_dlc20_chaos_region_losteriksons_landing	wh3_dlc20_chaos_province_albion	wh_dlc08_nor_vanaheimlings	Losterikson's Landing	cai_chaos_region_hint_area_empire	官方
24	帝国（旧世界）	混沌魔域	奥比恩	铅堡	瓦纳海姆林	是	12.69	248.77	19	322	wh3_dlc20_chaos_region_citadel_of_lead	wh3_dlc20_chaos_province_albion	wh_dlc08_nor_vanaheimlings	Citadel of Lead	cai_chaos_region_hint_area_empire	官方
25	帝国（旧世界）	混沌魔域	威森领	努恩	威森领与努恩	是	225.79	18.51	338	24	wh3_main_chaos_region_nuln	wh3_main_chaos_province_wissenland	wh_main_emp_wissenland	Nuln	cai_chaos_region_hint_area_empire	官方
26	帝国（旧世界）	混沌魔域	威森领	格里森瓦尔德	飨宴		191.05	21.60	286	28	wh3_main_chaos_region_grissenwald	wh3_main_chaos_province_wissenland	wh3_main_ogr_feastmaster	Grissenwald	cai_chaos_region_hint_area_empire	官方
27	帝国（旧世界）	混沌魔域	巫女之林	劳伦洛伦森林	劳伦洛伦	是	88.18	120.33	132	156	wh3_main_chaos_region_laurelorn_forest	wh3_main_chaos_province_the_witchs_wood	wh3_main_wef_laurelorn	Laurelorn Forest	cai_chaos_region_hint_area_empire	官方
28	帝国（旧世界）	混沌魔域	希尔瓦尼亚	柯尼施泰因塔	邓肯霍夫秘会		311.30	25.46	466	33	wh3_main_chaos_region_konigstein_tower	wh3_main_chaos_province_sylvania	wh_main_vmp_vampire_counts	Konigstein Tower	cai_chaos_region_hint_area_empire	官方
29	帝国（旧世界）	混沌魔域	希尔瓦尼亚	瓦尔登霍夫	瓦尔登霍夫		308.63	47.05	462	61	wh3_main_chaos_region_waldenhof	wh3_main_chaos_province_sylvania	wh_main_vmp_waldenhof	Waldenhof	cai_chaos_region_hint_area_empire	官方
30	帝国（旧世界）	混沌魔域	希尔瓦尼亚	邓肯霍夫城堡	邓肯霍夫秘会	是	340.02	35.87	509	46	wh3_main_chaos_region_castle_drakenhof	wh3_main_chaos_province_sylvania	wh_main_vmp_vampire_counts	Castle Drakenhof	cai_chaos_region_hint_area_empire	官方
31	帝国（旧世界）	混沌魔域	斯提尔领	乌特巴德	斯提尔领	是	273.22	25.07	409	32	wh3_main_chaos_region_wurtbad	wh3_main_chaos_province_stirland	wh_main_emp_stirland	Wurtbad	cai_chaos_region_hint_area_empire	官方
32	帝国（旧世界）	混沌魔域	斯提尔领	齐格弗里德霍夫	瓦尔登霍夫		276.56	40.11	414	52	wh3_main_chaos_region_siegfriedhof	wh3_main_chaos_province_stirland	wh_main_vmp_waldenhof	Siegfriedhof	cai_chaos_region_hint_area_empire	官方
33	帝国（旧世界）	混沌魔域	瑞克领	乌博瑞克	瑞克领		164.33	16.97	246	22	wh3_main_chaos_region_ubersreik	wh3_main_chaos_province_reikland	wh_main_emp_empire	Ubersreik	cai_chaos_region_hint_area_empire	官方
34	帝国（旧世界）	混沌魔域	瑞克领	艾尔哈特	瑞克领		88.18	28.54	132	37	wh3_main_chaos_region_eilhart	wh3_main_chaos_province_reikland	wh_main_emp_empire	Eilhart	cai_chaos_region_hint_area_empire	官方
35	帝国（旧世界）	混沌魔域	瑞克领	阿尔道夫	瑞克领	是	134.27	32.01	201	41	wh3_main_chaos_region_altdorf	wh3_main_chaos_province_reikland	wh_main_emp_empire	Altdorf	cai_chaos_region_hint_area_empire	官方
36	帝国（旧世界）	混沌魔域	米登领	德尔伯兹	米登领		108.89	46.67	163	60	wh3_main_chaos_region_delberz	wh3_main_chaos_province_middenland	wh_main_emp_middenland	Delberz	cai_chaos_region_hint_area_empire	官方
37	帝国（旧世界）	混沌魔域	米登领	米登海姆	米登领	是	116.24	67.88	174	88	wh3_main_chaos_region_middenheim	wh3_main_chaos_province_middenland	wh_main_emp_middenland	Middenheim	cai_chaos_region_hint_area_empire	官方
38	帝国（旧世界）	混沌魔域	米登领	罗舍	米登领		87.51	70.58	131	91	wh3_main_chaos_region_rosche	wh3_main_chaos_province_middenland	wh_main_emp_middenland	Rosche	cai_chaos_region_hint_area_empire	官方
39	帝国（旧世界）	混沌魔域	诺德领	塞森蒙德	诺德领	是	118.24	111.46	177	144	wh3_main_chaos_region_salzenmund	wh3_main_chaos_province_nordland	wh_main_emp_nordland	Salzenmund	cai_chaos_region_hint_area_empire	官方
40	帝国（旧世界）	混沌魔域	诺德领	诺登	诺德领		144.96	116.86	217	151	wh3_main_chaos_region_norden	wh3_main_chaos_province_nordland	wh_main_emp_nordland	Norden	cai_chaos_region_hint_area_empire	官方
41	帝国（旧世界）	混沌魔域	诺德领	迪特斯港	黑暗深渊部落		118.91	137.30	178	178	wh3_main_chaos_region_dietershafen	wh3_main_chaos_province_nordland	wh_dlc03_grn_black_pit	Dietershafen	cai_chaos_region_hint_area_empire	官方
